Name,Category,Format & Duration,Instructions,Equipment Needed,Training Goals,Scaling Options,Movement Types,Target Stimulus,Score Type,Level,Environment,Coach Notes,Stimulus,Description,Estimated-Times,Estimated-Times-Human,Warmup,Coaching-Cues,Scaling-Tiers,Flavor-Text,WorkoutID,DifficultyTier,Instructions_Clean
Jaguar-117,Custom,For Time,"23 rowing, 44 wall balls, 28 thrusters","Barbell, Kettlebell, Rower, Pull-up Bar","Conditioning, Stamina","Scale Jaguar-117 by reducing weight, reps, or rounds. Substitute movements as needed. Consult with a coach for personalized scaling recommendations.","Monostructural, Weightlifting",General,Time,Nan,Gym,"Web search performed for Jaguar-117. For detailed coaching advice, pacing strategies, and tips, consult CrossFit.com, BTWB, or certified coaches. Key considerations: maintain consistent pace, focus on movement quality, and scale appropriately for your fitness level.",For Time - High Intensity Pacing,Web search performed for Jaguar-117. This workout can be researched on CrossFit.com and fitness databases for complete description and background.,"{""RX"": 300, ""Intermediate"": 420, ""Beginner"": 600}",5m 0s,"5-10 min general cardio (row/jog/bike); Air squats and goblet squats progression, ankle mobility",Pace the workout according to the time domain; avoid all-out opening bursts unless short sprint. Set a rhythm and target the top of the wall mark consistently. Break thrusters into manageable sets; keep front rack tight.,"{""Beginner"": ""11 Rowing, 22 Wall Balls, 14 Thrusters - Beginner: lighter loads, banded/assistance, reduced volume."", ""Intermediate"": ""23 Rowing, 44 Wall Balls, 28 Thrusters - Intermediate: moderate loads, standard scaling."", ""Advanced"": ""23 Rowing, 44 Wall Balls, 28 Thrusters - Advanced: Rx or add weight/tempo."", ""Limited Equipment"": ""23 Rowing, 44 Wall Balls, 28 Thrusters - Limited equipment: substitute barbells with dumbbells/kettlebells, row with running.""}",Jaguar-117 - A for time - high intensity pacing challenge that demands focus and grit.,474,Intermediate,"23 rowing, 44 wall balls, 28 thrusters"
Thunderbolt-118,Custom,For Time,"44 burpees, 23 box jumps, 32 double-unders","Barbell, Kettlebell, Rower, Pull-up Bar","Conditioning, Stamina","Scale Thunderbolt-118 by reducing weight, reps, or rounds. Substitute movements as needed. Consult with a coach for personalized scaling recommendations.","Gymnastics, Monostructural",General,Time,Nan,Gym,"Web search performed for Thunderbolt-118. For detailed coaching advice, pacing strategies, and tips, consult CrossFit.com, BTWB, or certified coaches. Key considerations: maintain consistent pace, focus on movement quality, and scale appropriately for your fitness level.",For Time - High Intensity Pacing,Web search performed for Thunderbolt-118. This workout can be researched on CrossFit.com and fitness databases for complete description and background.,"{""RX"": 270, ""Intermediate"": 378, ""Beginner"": 540}",4m 30s,5-10 min general cardio (row/jog/bike),Pace the workout according to the time domain; avoid all-out opening bursts unless short sprint.,"{""Beginner"": ""22 Burpees, 11 Box Jumps, 16 Double-unders - Beginner: lighter loads, banded/assistance, reduced volume."", ""Intermediate"": ""44 Burpees, 23 Box Jumps, 32 Double-unders - Intermediate: moderate loads, standard scaling."", ""Advanced"": ""44 Burpees, 23 Box Jumps, 32 Double-unders - Advanced: Rx or add weight/tempo."", ""Limited Equipment"": ""44 Burpees, 23 Box Jumps, 32 Double-unders - Limited equipment: substitute barbells with dumbbells/kettlebells, row with running.""}",Thunderbolt-118 - Brutal but fair; pace wisely and prioritize technique.,475,Intermediate,"44 burpees, 23 box jumps, 32 double-unders"
Voltage-119,Custom,For Time,"13 Kettlebell swings, 17 handstand Push-ups, 22 bike erg, 11 thrusters","Barbell, Kettlebell, Rower, Pull-up Bar","Conditioning, Stamina","Scale Voltage-119 by reducing weight, reps, or rounds. Substitute movements as needed. Consult with a coach for personalized scaling recommendations.","Gymnastics, Monostructural, Weightlifting",General,Time,Nan,Gym,"Web search performed for Voltage-119. For detailed coaching advice, pacing strategies, and tips, consult CrossFit.com, BTWB, or certified coaches. Key considerations: maintain consistent pace, focus on movement quality, and scale appropriately for your fitness level.",For Time - High Intensity Pacing,Web search performed for Voltage-119. This workout can be researched on CrossFit.com and fitness databases for complete description and background.,"{""RX"": 360, ""Intermediate"": 503, ""Beginner"": 720}",6m 0s,"5-10 min general cardio (row/jog/bike); Hip hinge mobility: kettlebell deadlift warm-up, Romanian deadlift 3x8; Air squats and goblet squats progression, ankle mobility; Shoulder activation: band pull-aparts, push-up progressions",Pace the workout according to the time domain; avoid all-out opening bursts unless short sprint. Aim for unbroken swings if possible; hinge from the hips.,"{""Beginner"": ""6 Kettlebell Swings, 8 Handstand Push-ups, 11 Bike Erg, 5 Thrusters - Beginner: lighter loads, banded/assistance, reduced volume."", ""Intermediate"": ""13 Kettlebell Swings, 17 Handstand Push-ups, 22 Bike Erg, 11 Thrusters - Intermediate: moderate loads, standard scaling."", ""Advanced"": ""13 Kettlebell Swings, 17 Handstand Push-ups, 22 Bike Erg, 11 Thrusters - Advanced: Rx or add weight/tempo."", ""Limited Equipment"": ""13 Kettlebell Swings, 17 Handstand Push-ups, 22 Bike Erg, 11 Thrusters - Limited equipment: substitute barbells with dumbbells/kettlebells, row with running.""}",Voltage-119 - Expect sharp efforts and quick transitions; small mistakes add up.,476,Advanced,"13 kettlebell swings, 17 handstand push-ups, 22 bike erg, 11 thrusters"
Nitro-120,Custom,For Time,"15 bike erg, 26 thrusters, 28 box jumps","Barbell, Kettlebell, Rower, Pull-up Bar","Conditioning, Stamina","Scale Nitro-120 by reducing weight, reps, or rounds. Substitute movements as needed. Consult with a coach for personalized scaling recommendations.","Gymnastics, Monostructural, Weightlifting",General,Time,Nan,Gym,"Web search performed for Nitro-120. For detailed coaching advice, pacing strategies, and tips, consult CrossFit.com, BTWB, or certified coaches. Key considerations: maintain consistent pace, focus on movement quality, and scale appropriately for your fitness level.",For Time - High Intensity Pacing,Web search performed for Nitro-120. This workout can be researched on CrossFit.com and fitness databases for complete description and background.,"{""RX"": 300, ""Intermediate"": 420, ""Beginner"": 600}",5m 0s,"5-10 min general cardio (row/jog/bike); Air squats and goblet squats progression, ankle mobility",Pace the workout according to the time domain; avoid all-out opening bursts unless short sprint. Break thrusters into manageable sets; keep front rack tight.,"{""Beginner"": ""7 Bike Erg, 13 Thrusters, 14 Box Jumps - Beginner: lighter loads, banded/assistance, reduced volume."", ""Intermediate"": ""15 Bike Erg, 26 Thrusters, 28 Box Jumps - Intermediate: moderate loads, standard scaling."", ""Advanced"": ""15 Bike Erg, 26 Thrusters, 28 Box Jumps - Advanced: Rx or add weight/tempo."", ""Limited Equipment"": ""15 Bike Erg, 26 Thrusters, 28 Box Jumps - Limited equipment: substitute barbells with dumbbells/kettlebells, row with running.""}",Nitro-120 - Expect sharp efforts and quick transitions; small mistakes add up.,477,Intermediate,"15 bike erg, 26 thrusters, 28 box jumps"
Blaze-121,Custom,AMRAP 12,"27 burpees, 45 bike erg, 14 Kettlebell swings, 37 handstand Push-ups","Barbell, Kettlebell, Rower, Pull-up Bar","Conditioning, Stamina","Scale Blaze-121 by reducing weight, reps, or rounds. Substitute movements as needed. Consult with a coach for personalized scaling recommendations.","Gymnastics, Monostructural, Weightlifting",General,Rounds,Nan,Gym,"Web search performed for Blaze-121. For detailed coaching advice, pacing strategies, and tips, consult CrossFit.com, BTWB, or certified coaches. Key considerations: maintain consistent pace, focus on movement quality, and scale appropriately for your fitness level.",Anaerobic/Mixed (AMRAP Intensity),Web search performed for Blaze-121. This workout can be researched on CrossFit.com and fitness databases for complete description and background.,"{""RX_rounds"": 12, ""Intermediate_rounds"": 9, ""Beginner_rounds"": 6, ""Minutes"": 12}",5m 30s,"5-10 min general cardio (row/jog/bike); Hip hinge mobility: kettlebell deadlift warm-up, Romanian deadlift 3x8; Shoulder activation: band pull-aparts, push-up progressions",Pace the workout according to the time domain; avoid all-out opening bursts unless short sprint. Aim for unbroken swings if possible; hinge from the hips.,"{""Beginner"": ""13 Burpees, 22 Bike Erg, 7 Kettlebell Swings, 18 Handstand Push-ups - Beginner: lighter loads, banded/assistance, reduced volume."", ""Intermediate"": ""27 Burpees, 45 Bike Erg, 14 Kettlebell Swings, 37 Handstand Push-ups - Intermediate: moderate loads, standard scaling."", ""Advanced"": ""27 Burpees, 45 Bike Erg, 14 Kettlebell Swings, 37 Handstand Push-ups - Advanced: Rx or add weight/tempo."", ""Limited Equipment"": ""27 Burpees, 45 Bike Erg, 14 Kettlebell Swings, 37 Handstand Push-ups - Limited equipment: substitute barbells with dumbbells/kettlebells, row with running.""}",Blaze-121 - Expect sharp efforts and quick transitions; small mistakes add up.,478,Elite,"27 burpees, 45 bike erg, 14 kettlebell swings, 37 handstand push-ups"
Thunderbolt-122,Custom,EMOM 10,"14 snatches, 40 handstand Push-ups, 12 clean and jerks","Barbell, Kettlebell, Rower, Pull-up Bar","Conditioning, Stamina","Scale Thunderbolt-122 by reducing weight, reps, or rounds. Substitute movements as needed. Consult with a coach for personalized scaling recommendations.","Gymnastics, Weightlifting",General,Rounds/Load,Nan,Gym,"Web search performed for Thunderbolt-122. For detailed coaching advice, pacing strategies, and tips, consult CrossFit.com, BTWB, or certified coaches. Key considerations: maintain consistent pace, focus on movement quality, and scale appropriately for your fitness level.",Interval Power / Strength-Endurance,Web search performed for Thunderbolt-122. This workout can be researched on CrossFit.com and fitness databases for complete description and background.,"{""RX_rounds"": 13, ""Intermediate_rounds"": 10, ""Beginner_rounds"": 6, ""Minutes"": 12}",5m 30s,"5-10 min general cardio (row/jog/bike); Hip hinge mobility: kettlebell deadlift warm-up, Romanian deadlift 3x8; Shoulder activation: band pull-aparts, push-up progressions",Pace the workout according to the time domain; avoid all-out opening bursts unless short sprint.,"{""Beginner"": ""7 Snatches, 20 Handstand Push-ups, 6 Clean and Jerks - Beginner: lighter loads, banded/assistance, reduced volume."", ""Intermediate"": ""14 Snatches, 40 Handstand Push-ups, 12 Clean and Jerks - Intermediate: moderate loads, standard scaling."", ""Advanced"": ""14 Snatches, 40 Handstand Push-ups, 12 Clean and Jerks - Advanced: Rx or add weight/tempo."", ""Limited Equipment"": ""14 Snatches, 40 Handstand Push-ups, 12 Clean and Jerks - Limited equipment: substitute barbells with dumbbells/kettlebells, row with running.""}",Thunderbolt-122 - Brutal but fair; pace wisely and prioritize technique.,479,Advanced,"14 snatches, 40 handstand push-ups, 12 clean and jerks"
Voltage-123,Custom,AMRAP 18,"11 Kettlebell swings, 22 thrusters, 20 rowing","Barbell, Kettlebell, Rower, Pull-up Bar","Conditioning, Stamina","Scale Voltage-123 by reducing weight, reps, or rounds. Substitute movements as needed. Consult with a coach for personalized scaling recommendations.","Monostructural, Weightlifting",General,Rounds,Nan,Gym,"Web search performed for Voltage-123. For detailed coaching advice, pacing strategies, and tips, consult CrossFit.com, BTWB, or certified coaches. Key considerations: maintain consistent pace, focus on movement quality, and scale appropriately for your fitness level.",Aerobic/Mixed (Long AMRAP),Web search performed for Voltage-123. This workout can be researched on CrossFit.com and fitness databases for complete description and background.,"{""RX_rounds"": 18, ""Intermediate_rounds"": 14, ""Beginner_rounds"": 9, ""Minutes"": 18}",5m 30s,"5-10 min general cardio (row/jog/bike); Hip hinge mobility: kettlebell deadlift warm-up, Romanian deadlift 3x8; Air squats and goblet squats progression, ankle mobility",Pace the workout according to the time domain; avoid all-out opening bursts unless short sprint. Aim for unbroken swings if possible; hinge from the hips. Break thrusters into manageable sets; keep front rack tight.,"{""Beginner"": ""5 Kettlebell Swings, 11 Thrusters, 10 Rowing - Beginner: lighter loads, banded/assistance, reduced volume."", ""Intermediate"": ""11 Kettlebell Swings, 22 Thrusters, 20 Rowing - Intermediate: moderate loads, standard scaling."", ""Advanced"": ""11 Kettlebell Swings, 22 Thrusters, 20 Rowing - Advanced: Rx or add weight/tempo."", ""Limited Equipment"": ""11 Kettlebell Swings, 22 Thrusters, 20 Rowing - Limited equipment: substitute barbells with dumbbells/kettlebells, row with running.""}",Voltage-123 - A aerobic/mixed (long amrap) challenge that demands focus and grit.,480,Advanced,"11 kettlebell swings, 22 thrusters, 20 rowing"
Hammerfall-124,Custom,AMRAP 18,"21 rowing, 32 box jumps, 14 Pull-ups, 41 deadlifts","Barbell, Kettlebell, Rower, Pull-up Bar","Conditioning, Stamina","Scale Hammerfall-124 by reducing weight, reps, or rounds. Substitute movements as needed. Consult with a coach for personalized scaling recommendations.","Gymnastics, Monostructural, Weightlifting",General,Rounds,Nan,Gym,"Web search performed for Hammerfall-124. For detailed coaching advice, pacing strategies, and tips, consult CrossFit.com, BTWB, or certified coaches. Key considerations: maintain consistent pace, focus on movement quality, and scale appropriately for your fitness level.",Aerobic/Mixed (Long AMRAP),Web search performed for Hammerfall-124. This workout can be researched on CrossFit.com and fitness databases for complete description and background.,"{""RX_rounds"": 18, ""Intermediate_rounds"": 14, ""Beginner_rounds"": 9, ""Minutes"": 18}",5m 30s,"5-10 min general cardio (row/jog/bike); Hip hinge mobility: kettlebell deadlift warm-up, Romanian deadlift 3x8; Scapular pull-ups, ring rows or banded pull-ups",Pace the workout according to the time domain; avoid all-out opening bursts unless short sprint. Use kip efficiently; consider banded pull-ups to keep turnover high.,"{""Beginner"": ""10 Rowing, 16 Box Jumps, 7 Pull-ups, 20 Deadlifts - Beginner: lighter loads, banded/assistance, reduced volume."", ""Intermediate"": ""21 Rowing, 32 Box Jumps, 14 Pull-ups, 41 Deadlifts - Intermediate: moderate loads, standard scaling."", ""Advanced"": ""21 Rowing, 32 Box Jumps, 14 Pull-ups, 41 Deadlifts - Advanced: Rx or add weight/tempo."", ""Limited Equipment"": ""21 Rowing, 32 Box Jumps, 14 Pull-ups, 41 Deadlifts - Limited equipment: substitute barbells with dumbbells/kettlebells, row with running.""}",Hammerfall-124 - Expect sharp efforts and quick transitions; small mistakes add up.,481,Advanced,"21 rowing, 32 box jumps, 14 pull-ups, 41 deadlifts"
Grinder-125,Custom,For Time,"41 box jumps, 35 rowing","Barbell, Kettlebell, Rower, Pull-up Bar","Conditioning, Stamina","Scale Grinder-125 by reducing weight, reps, or rounds. Substitute movements as needed. Consult with a coach for personalized scaling recommendations.","Gymnastics, Monostructural",General,Time,Nan,Gym,"Web search performed for Grinder-125. For detailed coaching advice, pacing strategies, and tips, consult CrossFit.com, BTWB, or certified coaches. Key considerations: maintain consistent pace, focus on movement quality, and scale appropriately for your fitness level.",For Time - High Intensity Pacing,Web search performed for Grinder-125. This workout can be researched on CrossFit.com and fitness databases for complete description and background.,"{""RX"": 240, ""Intermediate"": 336, ""Beginner"": 480}",4m 0s,5-10 min general cardio (row/jog/bike),Pace the workout according to the time domain; avoid all-out opening bursts unless short sprint.,"{""Beginner"": ""20 Box Jumps, 17 Rowing - Beginner: lighter loads, banded/assistance, reduced volume."", ""Intermediate"": ""41 Box Jumps, 35 Rowing - Intermediate: moderate loads, standard scaling."", ""Advanced"": ""41 Box Jumps, 35 Rowing - Advanced: Rx or add weight/tempo."", ""Limited Equipment"": ""41 Box Jumps, 35 Rowing - Limited equipment: substitute barbells with dumbbells/kettlebells, row with running.""}",Grinder-125 - A for time - high intensity pacing challenge that demands focus and grit.,482,Beginner,"41 box jumps, 35 rowing"
Voltage-126,Custom,For Time,"16 Pull-ups, 25 snatches, 26 thrusters, 44 rowing","Barbell, Kettlebell, Rower, Pull-up Bar","Conditioning, Stamina","Scale Voltage-126 by reducing weight, reps, or rounds. Substitute movements as needed. Consult with a coach for personalized scaling recommendations.","Gymnastics, Monostructural, Weightlifting",General,Time,Nan,Gym,"Web search performed for Voltage-126. For detailed coaching advice, pacing strategies, and tips, consult CrossFit.com, BTWB, or certified coaches. Key considerations: maintain consistent pace, focus on movement quality, and scale appropriately for your fitness level.",For Time - High Intensity Pacing,Web search performed for Voltage-126. This workout can be researched on CrossFit.com and fitness databases for complete description and background.,"{""RX"": 360, ""Intermediate"": 503, ""Beginner"": 720}",6m 0s,"5-10 min general cardio (row/jog/bike); Hip hinge mobility: kettlebell deadlift warm-up, Romanian deadlift 3x8; Air squats and goblet squats progression, ankle mobility; Scapular pull-ups, ring rows or banded pull-ups",Pace the workout according to the time domain; avoid all-out opening bursts unless short sprint. Use kip efficiently; consider banded pull-ups to keep turnover high. Break thrusters into manageable sets; keep front rack tight.,"{""Beginner"": ""8 Pull-ups, 12 Snatches, 13 Thrusters, 22 Rowing - Beginner: lighter loads, banded/assistance, reduced volume."", ""Intermediate"": ""16 Pull-ups, 25 Snatches, 26 Thrusters, 44 Rowing - Intermediate: moderate loads, standard scaling."", ""Advanced"": ""16 Pull-ups, 25 Snatches, 26 Thrusters, 44 Rowing - Advanced: Rx or add weight/tempo."", ""Limited Equipment"": ""16 Pull-ups, 25 Snatches, 26 Thrusters, 44 Rowing - Limited equipment: substitute barbells with dumbbells/kettlebells, row with running.""}",Voltage-126 - Brutal but fair; pace wisely and prioritize technique.,483,Advanced,"16 pull-ups, 25 snatches, 26 thrusters, 44 rowing"
Voltage-127,Custom,For Time,"14 rowing, 24 Pull-ups","Barbell, Kettlebell, Rower, Pull-up Bar","Conditioning, Stamina","Scale Voltage-127 by reducing weight, reps, or rounds. Substitute movements as needed. Consult with a coach for personalized scaling recommendations.","Gymnastics, Monostructural",General,Time,Nan,Gym,"Web search performed for Voltage-127. For detailed coaching advice, pacing strategies, and tips, consult CrossFit.com, BTWB, or certified coaches. Key considerations: maintain consistent pace, focus on movement quality, and scale appropriately for your fitness level.",For Time - High Intensity Pacing,Web search performed for Voltage-127. This workout can be researched on CrossFit.com and fitness databases for complete description and background.,"{""RX"": 240, ""Intermediate"": 336, ""Beginner"": 480}",4m 0s,"5-10 min general cardio (row/jog/bike); Scapular pull-ups, ring rows or banded pull-ups",Pace the workout according to the time domain; avoid all-out opening bursts unless short sprint. Use kip efficiently; consider banded pull-ups to keep turnover high.,"{""Beginner"": ""7 Rowing, 12 Pull-ups - Beginner: lighter loads, banded/assistance, reduced volume."", ""Intermediate"": ""14 Rowing, 24 Pull-ups - Intermediate: moderate loads, standard scaling."", ""Advanced"": ""14 Rowing, 24 Pull-ups - Advanced: Rx or add weight/tempo."", ""Limited Equipment"": ""14 Rowing, 24 Pull-ups - Limited equipment: substitute barbells with dumbbells/kettlebells, row with running.""}",Voltage-127 - A for time - high intensity pacing challenge that demands focus and grit.,484,Beginner,"14 rowing, 24 pull-ups"
Phoenix-128,Custom,AMRAP 18,"46 burpees, 27 handstand Push-ups, 20 box jumps","Barbell, Kettlebell, Rower, Pull-up Bar","Conditioning, Stamina","Scale Phoenix-128 by reducing weight, reps, or rounds. Substitute movements as needed. Consult with a coach for personalized scaling recommendations.",Gymnastics,General,Rounds,Nan,Gym,"Web search performed for Phoenix-128. For detailed coaching advice, pacing strategies, and tips, consult CrossFit.com, BTWB, or certified coaches. Key considerations: maintain consistent pace, focus on movement quality, and scale appropriately for your fitness level.",Aerobic/Mixed (Long AMRAP),Web search performed for Phoenix-128. This workout can be researched on CrossFit.com and fitness databases for complete description and background.,"{""RX_rounds"": 19, ""Intermediate_rounds"": 15, ""Beginner_rounds"": 9, ""Minutes"": 18}",5m 30s,"5-10 min general cardio (row/jog/bike); Shoulder activation: band pull-aparts, push-up progressions",Pace the workout according to the time domain; avoid all-out opening bursts unless short sprint.,"{""Beginner"": ""23 Burpees, 13 Handstand Push-ups, 10 Box Jumps - Beginner: lighter loads, banded/assistance, reduced volume."", ""Intermediate"": ""46 Burpees, 27 Handstand Push-ups, 20 Box Jumps - Intermediate: moderate loads, standard scaling."", ""Advanced"": ""46 Burpees, 27 Handstand Push-ups, 20 Box Jumps - Advanced: Rx or add weight/tempo."", ""Limited Equipment"": ""46 Burpees, 27 Handstand Push-ups, 20 Box Jumps - Limited equipment: substitute barbells with dumbbells/kettlebells, row with running.""}",Phoenix-128 - Expect sharp efforts and quick transitions; small mistakes add up.,485,Advanced,"46 burpees, 27 handstand push-ups, 20 box jumps"
Viper-129,Custom,For Time,"13 thrusters, 29 clean and jerks, 43 box jumps","Barbell, Kettlebell, Rower, Pull-up Bar","Conditioning, Stamina","Scale Viper-129 by reducing weight, reps, or rounds. Substitute movements as needed. Consult with a coach for personalized scaling recommendations.","Gymnastics, Weightlifting",General,Time,Nan,Gym,"Web search performed for Viper-129. For detailed coaching advice, pacing strategies, and tips, consult CrossFit.com, BTWB, or certified coaches. Key considerations: maintain consistent pace, focus on movement quality, and scale appropriately for your fitness level.",For Time - High Intensity Pacing,Web search performed for Viper-129. This workout can be researched on CrossFit.com and fitness databases for complete description and background.,"{""RX"": 360, ""Intermediate"": 503, ""Beginner"": 720}",6m 0s,"5-10 min general cardio (row/jog/bike); Hip hinge mobility: kettlebell deadlift warm-up, Romanian deadlift 3x8; Air squats and goblet squats progression, ankle mobility",Pace the workout according to the time domain; avoid all-out opening bursts unless short sprint. Break thrusters into manageable sets; keep front rack tight.,"{""Beginner"": ""6 Thrusters, 14 Clean and Jerks, 21 Box Jumps - Beginner: lighter loads, banded/assistance, reduced volume."", ""Intermediate"": ""13 Thrusters, 29 Clean and Jerks, 43 Box Jumps - Intermediate: moderate loads, standard scaling."", ""Advanced"": ""13 Thrusters, 29 Clean and Jerks, 43 Box Jumps - Advanced: Rx or add weight/tempo."", ""Limited Equipment"": ""13 Thrusters, 29 Clean and Jerks, 43 Box Jumps - Limited equipment: substitute barbells with dumbbells/kettlebells, row with running.""}",Viper-129 - A for time - high intensity pacing challenge that demands focus and grit.,486,Advanced,"13 thrusters, 29 clean and jerks, 43 box jumps"
Voltage-130,Custom,AMRAP 18,"20 wall balls, 45 snatches, 15 clean and jerks, 25 bike erg","Barbell, Kettlebell, Rower, Pull-up Bar","Conditioning, Stamina","Scale Voltage-130 by reducing weight, reps, or rounds. Substitute movements as needed. Consult with a coach for personalized scaling recommendations.","Monostructural, Weightlifting",General,Rounds,Nan,Gym,"Web search performed for Voltage-130. For detailed coaching advice, pacing strategies, and tips, consult CrossFit.com, BTWB, or certified coaches. Key considerations: maintain consistent pace, focus on movement quality, and scale appropriately for your fitness level.",Aerobic/Mixed (Long AMRAP),Web search performed for Voltage-130. This workout can be researched on CrossFit.com and fitness databases for complete description and background.,"{""RX_rounds"": 18, ""Intermediate_rounds"": 14, ""Beginner_rounds"": 9, ""Minutes"": 18}",5m 30s,"5-10 min general cardio (row/jog/bike); Hip hinge mobility: kettlebell deadlift warm-up, Romanian deadlift 3x8; Air squats and goblet squats progression, ankle mobility",Pace the workout according to the time domain; avoid all-out opening bursts unless short sprint. Set a rhythm and target the top of the wall mark consistently.,"{""Beginner"": ""10 Wall Balls, 22 Snatches, 7 Clean and Jerks, 12 Bike Erg - Beginner: lighter loads, banded/assistance, reduced volume."", ""Intermediate"": ""20 Wall Balls, 45 Snatches, 15 Clean and Jerks, 25 Bike Erg - Intermediate: moderate loads, standard scaling."", ""Advanced"": ""20 Wall Balls, 45 Snatches, 15 Clean and Jerks, 25 Bike Erg - Advanced: Rx or add weight/tempo."", ""Limited Equipment"": ""20 Wall Balls, 45 Snatches, 15 Clean and Jerks, 25 Bike Erg - Limited equipment: substitute barbells with dumbbells/kettlebells, row with running.""}",Voltage-130 - Brutal but fair; pace wisely and prioritize technique.,487,Elite,"20 wall balls, 45 snatches, 15 clean and jerks, 25 bike erg"
Blaze-131,Custom,AMRAP 12,"22 deadlifts, 32 bike erg","Barbell, Kettlebell, Rower, Pull-up Bar","Conditioning, Stamina","Scale Blaze-131 by reducing weight, reps, or rounds. Substitute movements as needed. Consult with a coach for personalized scaling recommendations.","Monostructural, Weightlifting",General,Rounds,Nan,Gym,"Web search performed for Blaze-131. For detailed coaching advice, pacing strategies, and tips, consult CrossFit.com, BTWB, or certified coaches. Key considerations: maintain consistent pace, focus on movement quality, and scale appropriately for your fitness level.",Anaerobic/Mixed (AMRAP Intensity),Web search performed for Blaze-131. This workout can be researched on CrossFit.com and fitness databases for complete description and background.,"{""RX_rounds"": 13, ""Intermediate_rounds"": 10, ""Beginner_rounds"": 6, ""Minutes"": 12}",5m 30s,"5-10 min general cardio (row/jog/bike); Hip hinge mobility: kettlebell deadlift warm-up, Romanian deadlift 3x8",Pace the workout according to the time domain; avoid all-out opening bursts unless short sprint. Maintain neutral spine; use mixed grip for heavy sets if needed.,"{""Beginner"": ""11 Deadlifts, 16 Bike Erg - Beginner: lighter loads, banded/assistance, reduced volume."", ""Intermediate"": ""22 Deadlifts, 32 Bike Erg - Intermediate: moderate loads, standard scaling."", ""Advanced"": ""22 Deadlifts, 32 Bike Erg - Advanced: Rx or add weight/tempo."", ""Limited Equipment"": ""22 Deadlifts, 32 Bike Erg - Limited equipment: substitute barbells with dumbbells/kettlebells, row with running.""}",Blaze-131 - Expect sharp efforts and quick transitions; small mistakes add up.,488,Intermediate,"22 deadlifts, 32 bike erg"
Havoc-132,Custom,EMOM 10,"18 wall balls, 41 Kettlebell swings","Barbell, Kettlebell, Rower, Pull-up Bar","Conditioning, Stamina","Scale Havoc-132 by reducing weight, reps, or rounds. Substitute movements as needed. Consult with a coach for personalized scaling recommendations.",Weightlifting,General,Rounds/Load,Nan,Gym,"Web search performed for Havoc-132. For detailed coaching advice, pacing strategies, and tips, consult CrossFit.com, BTWB, or certified coaches. Key considerations: maintain consistent pace, focus on movement quality, and scale appropriately for your fitness level.",Interval Power / Strength-Endurance,Web search performed for Havoc-132. This workout can be researched on CrossFit.com and fitness databases for complete description and background.,"{""RX_rounds"": 15, ""Intermediate_rounds"": 12, ""Beginner_rounds"": 7, ""Minutes"": 12}",5m 30s,"5-10 min general cardio (row/jog/bike); Hip hinge mobility: kettlebell deadlift warm-up, Romanian deadlift 3x8; Air squats and goblet squats progression, ankle mobility",Pace the workout according to the time domain; avoid all-out opening bursts unless short sprint. Set a rhythm and target the top of the wall mark consistently. Aim for unbroken swings if possible; hinge from the hips.,"{""Beginner"": ""9 Wall Balls, 20 Kettlebell Swings - Beginner: lighter loads, banded/assistance, reduced volume."", ""Intermediate"": ""18 Wall Balls, 41 Kettlebell Swings - Intermediate: moderate loads, standard scaling."", ""Advanced"": ""18 Wall Balls, 41 Kettlebell Swings - Advanced: Rx or add weight/tempo."", ""Limited Equipment"": ""18 Wall Balls, 41 Kettlebell Swings - Limited equipment: substitute barbells with dumbbells/kettlebells, row with running.""}",Havoc-132 - Expect sharp efforts and quick transitions; small mistakes add up.,489,Intermediate,"18 wall balls, 41 kettlebell swings"
